variant,family,layer,expert,count,weight_sum
base,equation_transform,24,3,64,32.39778983592987
base,equation_transform,24,98,1,0.32259321212768555
base,equation_transform,24,104,27,8.515789613127708
base,equation_transform,24,45,4,0.7377587258815765
base,equation_transform,24,65,3,0.8599398136138916
base,equation_transform,24,42,10,3.494295835494995
base,equation_transform,24,94,4,1.6597515046596527
base,equation_transform,24,84,5,2.26572984457016
base,equation_transform,27,13,70,47.137895092368126
base,equation_transform,27,25,15,3.240584772080183
base,equation_transform,27,64,20,7.461568459868431
base,equation_transform,27,75,8,1.364284947514534
base,equation_transform,27,98,12,4.876034051179886
base,equation_transform,27,59,9,1.8323691971600056
base,equation_transform,27,6,13,4.902758896350861
base,equation_transform,27,26,292,132.84212435781956
base,equation_transform,27,33,234,120.54035519063473
base,equation_transform,27,90,127,51.925870805978775
base,equation_transform,27,44,21,8.125423058867455
base,equation_transform,27,58,20,10.165153503417969
base,equation_transform,27,63,69,22.897083029150963
base,equation_transform,27,89,27,8.097157552838326
base,equation_transform,27,3,19,6.893199414014816
base,equation_transform,27,85,9,3.0637122094631195
base,equation_transform,27,106,30,10.369908645749092
base,equation_transform,27,95,22,12.727138444781303
base,equation_transform,27,119,19,11.610762596130371
base,equation_transform,27,62,16,6.803456246852875
base,equation_transform,27,31,7,1.7521498650312424
base,equation_transform,27,52,12,5.470135360956192
base,equation_transform,27,68,35,12.558187246322632
base,equation_transform,27,30,32,14.5996632874012
base,equation_transform,27,10,15,7.777621418237686
base,equation_transform,27,125,17,5.491088554263115
base,equation_transform,27,94,39,13.832824856042862
base,equation_transform,27,101,32,9.567745834589005
base,equation_transform,27,38,4,2.2232747077941895
base,equation_transform,27,43,21,6.76736244559288
base,equation_transform,27,113,45,14.7322418987751
base,equation_transform,27,34,6,1.786022037267685
base,equation_transform,27,41,11,4.621470153331757
base,equation_transform,27,88,18,6.119600027799606
base,equation_transform,27,99,32,9.788721069693565
base,equation_transform,27,9,21,6.593297839164734
base,equation_transform,27,65,13,6.997687429189682
base,equation_transform,27,53,11,4.089330732822418
base,equation_transform,27,80,4,1.5278188586235046
base,equation_transform,27,40,73,27.05187413096428
base,equation_transform,27,2,61,22.107416927814484
base,equation_transform,27,50,14,4.456447064876556
base,equation_transform,27,104,25,13.96621161699295
base,equation_transform,27,14,31,11.646345555782318
base,equation_transform,27,0,97,47.695640712976456
base,equation_transform,27,76,53,16.252076774835587
base,equation_transform,27,24,13,3.576730564236641
base,equation_transform,27,60,40,17.51343685388565
base,equation_transform,27,37,12,3.7958028316497803
base,equation_transform,27,79,12,3.4165963530540466
base,equation_transform,27,102,41,13.746044099330902
base,equation_transform,27,5,12,5.864669531583786
base,equation_transform,27,11,6,3.200479179620743
base,equation_transform,27,36,1,0.27247703075408936
base,equation_transform,27,21,62,23.72467166185379
base,equation_transform,27,54,4,1.1041440516710281
base,equation_transform,27,111,2,0.6172774434089661
base,equation_transform,27,114,3,0.9181268513202667
base,equation_transform,27,71,4,0.7836228311061859
base,equation_transform,27,127,15,5.155427545309067
base,equation_transform,27,93,19,5.255411893129349
base,equation_transform,27,32,2,0.5926936864852905
base,equation_transform,27,19,6,1.5873100012540817
base,equation_transform,27,117,14,5.6062400341033936
base,equation_transform,27,121,14,5.369224548339844
base,equation_transform,27,23,5,2.641494482755661
base,equation_transform,27,67,4,1.4586567878723145
base,equation_transform,27,16,6,2.0572063326835632
base,equation_transform,27,55,4,1.0548787415027618
base,equation_transform,27,84,39,25.572062581777573
base,equation_transform,27,123,10,3.816725641489029
base,equation_transform,27,96,10,3.8532315492630005
base,equation_transform,27,120,4,0.811313733458519
base,equation_transform,27,39,5,1.056168720126152
base,equation_transform,27,87,9,4.025219589471817
base,equation_transform,27,103,6,1.7455321252346039
base,equation_transform,27,122,4,1.3649478554725647
base,equation_transform,27,1,5,2.6340323984622955
base,equation_transform,27,109,4,1.147476613521576
base,equation_transform,27,56,4,1.511024385690689
base,equation_transform,27,22,4,1.328440934419632
base,equation_transform,27,108,4,1.4077648520469666
base,equation_transform,29,66,90,34.72320394963026
base,equation_transform,29,95,58,13.123684004880488
base,equation_transform,29,97,12,6.221288055181503
base,equation_transform,29,102,16,9.954624397680163
base,equation_transform,29,120,17,9.724183022975922
base,equation_transform,29,42,171,54.41751880850643
base,equation_transform,29,1,13,6.749483585357666
base,equation_transform,29,35,48,21.3858802318573
base,equation_transform,29,73,20,8.628414928913116
base,equation_transform,29,85,18,5.9575367867946625
base,equation_transform,29,25,17,8.391051143407822
base,equation_transform,29,0,28,13.034064382314682
base,equation_transform,29,52,225,109.62637129426003
base,equation_transform,29,123,200,110.27974605560303
base,equation_transform,29,127,17,6.24164143204689
base,equation_transform,29,11,12,4.8039964735507965
base,equation_transform,29,14,4,1.815855085849762
base,equation_transform,29,60,27,5.141880318522453
base,equation_transform,29,19,17,4.267905816435814
base,equation_transform,29,32,9,3.9785464107990265
base,equation_transform,29,70,6,2.722423553466797
base,equation_transform,29,118,124,44.11424924433231
base,equation_transform,29,27,7,2.6495602428913116
base,equation_transform,29,51,8,3.9607744812965393
base,equation_transform,29,96,12,6.596780598163605
base,equation_transform,29,41,4,1.0037472248077393
base,equation_transform,29,126,4,1.2253917753696442
base,equation_transform,29,44,135,56.64840170741081
base,equation_transform,29,10,18,6.264259368181229
base,equation_transform,29,40,23,8.20361453294754
base,equation_transform,29,54,8,3.5711973309516907
base,equation_transform,29,106,16,6.998487293720245
base,equation_transform,29,110,4,1.3026200830936432
base,equation_transform,29,3,7,2.6227987408638
base,equation_transform,29,22,5,1.8967812806367874
base,equation_transform,29,84,17,8.07323145866394
base,equation_transform,29,81,38,13.276719808578491
base,equation_transform,29,59,8,3.4185046553611755
base,equation_transform,29,90,8,4.072563290596008
base,equation_transform,29,21,4,1.205131083726883
base,equation_transform,29,23,4,2.308259904384613
base,equation_transform,29,111,12,4.6865891218185425
base,equation_transform,29,64,60,10.719004049897194
base,equation_transform,29,37,4,2.0241605639457703
base,equation_transform,29,76,4,1.6186620593070984
base,equation_transform,29,104,12,4.920388072729111
base,equation_transform,29,7,7,2.026257261633873
base,equation_transform,29,50,51,15.140831880271435
base,equation_transform,29,89,11,4.690443933010101
base,equation_transform,29,93,5,1.7321119904518127
base,equation_transform,29,38,10,4.543600916862488
base,equation_transform,29,26,13,6.67929807305336
base,equation_transform,29,125,72,30.541405200958252
base,equation_transform,29,121,49,22.285360485315323
base,equation_transform,29,114,21,6.213929995894432
base,equation_transform,29,68,55,28.123309701681137
base,equation_transform,29,94,62,31.360242664813995
base,equation_transform,29,33,32,15.473547905683517
base,equation_transform,29,105,44,25.365780532360077
base,equation_transform,29,24,20,8.197481215000153
base,equation_transform,29,98,19,7.708896338939667
base,equation_transform,29,53,1,0.48868420720100403
base,equation_transform,29,87,9,3.269828647375107
base,equation_transform,29,2,25,9.233118861913681
base,equation_transform,29,99,4,1.4809726476669312
base,equation_transform,29,100,21,9.379650965332985
base,equation_transform,29,82,8,3.03554368019104
base,equation_transform,29,91,12,4.936678975820541
base,equation_transform,29,4,4,1.9264914691448212
base,equation_transform,29,108,8,3.098359137773514
base,equation_transform,29,75,8,2.442613422870636
base,equation_transform,29,103,2,0.6260576248168945
base,equation_transform,29,72,12,6.030288189649582
base,equation_transform,29,115,4,1.265063613653183
base,equation_transform,29,29,4,2.014601618051529
base,equation_transform,29,30,4,1.8285201489925385
base,equation_transform,29,16,3,1.0527026653289795
base,equation_transform,29,101,4,1.3695491254329681
base,equation_transform,29,5,4,2.0150521993637085
base,equation_transform,29,116,4,1.4633647501468658
base,equation_transform,29,74,4,1.5123113095760345
base,equation_transform,31,32,88,34.73932246863842
base,equation_transform,31,36,4,0.7395921051502228
base,equation_transform,31,38,23,16.038788616657257
base,equation_transform,31,96,39,11.155729088932276
base,equation_transform,31,119,24,10.832376509904861
base,equation_transform,31,3,10,1.4158785101026297
base,equation_transform,31,42,4,1.7885091006755829
base,equation_transform,31,86,10,3.602017819881439
base,equation_transform,31,94,51,17.5071891695261
base,equation_transform,31,110,30,11.467544808983803
base,equation_transform,31,35,51,17.257301941514015
base,equation_transform,31,2,30,17.490136831998825
base,equation_transform,31,12,46,17.369484707713127
base,equation_transform,31,75,206,110.52556921541691
base,equation_transform,31,104,20,8.915094435214996
base,equation_transform,31,67,206,88.04447719454765
base,equation_transform,31,74,34,13.303181171417236
base,equation_transform,31,76,17,6.310443490743637
base,equation_transform,31,1,28,11.264208853244781
base,equation_transform,31,63,8,1.7590925246477127
base,equation_transform,31,44,12,3.158381998538971
base,equation_transform,31,21,56,23.87803539633751
base,equation_transform,31,78,26,13.097977191209793
base,equation_transform,31,47,70,22.530311033129692
base,equation_transform,31,39,17,6.934907242655754
base,equation_transform,31,66,76,25.687110856175423
base,equation_transform,31,18,36,15.390819281339645
base,equation_transform,31,101,28,11.346668064594269
base,equation_transform,31,72,14,4.733041599392891
base,equation_transform,31,55,6,1.4286572635173798
base,equation_transform,31,102,17,7.9717250764369965
base,equation_transform,31,123,42,19.495766445994377
base,equation_transform,31,17,12,4.227372407913208
base,equation_transform,31,89,8,2.7708405256271362
base,equation_transform,31,125,5,1.9840959310531616
base,equation_transform,31,10,8,2.5734329223632812
base,equation_transform,31,81,32,10.544457584619522
base,equation_transform,31,70,33,12.000933408737183
base,equation_transform,31,80,19,7.190715968608856
base,equation_transform,31,88,21,8.021322876214981
base,equation_transform,31,28,6,1.6654957979917526
base,equation_transform,31,77,19,5.142469480633736
base,equation_transform,31,99,42,21.86759565770626
base,equation_transform,31,22,28,11.494459763169289
base,equation_transform,31,14,28,14.129688411951065
base,equation_transform,31,57,17,5.709048718214035
base,equation_transform,31,34,25,8.203353136777878
base,equation_transform,31,27,58,23.97751249372959
base,equation_transform,31,100,10,2.9466789066791534
base,equation_transform,31,9,12,6.711712032556534
base,equation_transform,31,59,13,4.3692766726017
base,equation_transform,31,122,18,9.417593747377396
base,equation_transform,31,33,49,28.89512014389038
base,equation_transform,31,95,28,10.918652147054672
base,equation_transform,31,85,29,13.924344062805176
base,equation_transform,31,69,54,25.896140530705452
base,equation_transform,31,92,16,4.975925013422966
base,equation_transform,31,112,53,27.489948749542236
base,equation_transform,31,37,8,2.8026031255722046
base,equation_transform,31,111,9,2.529219835996628
base,equation_transform,31,105,30,10.248638957738876
base,equation_transform,31,53,6,1.5584479868412018
base,equation_transform,31,65,14,4.719941571354866
base,equation_transform,31,82,10,3.5801454186439514
base,equation_transform,31,127,6,3.7598643600940704
base,equation_transform,31,79,8,2.708429515361786
base,equation_transform,31,7,6,2.3193113952875137
base,equation_transform,31,124,11,3.8060359805822372
base,equation_transform,31,6,9,3.9789169132709503
base,equation_transform,31,98,11,3.195394203066826
base,equation_transform,31,13,3,0.676166221499443
base,equation_transform,31,15,8,2.469347223639488
base,equation_transform,31,103,4,0.7302064448595047
base,equation_transform,31,4,8,2.9428715109825134
base,equation_transform,31,48,3,0.8176841139793396
base,equation_transform,31,121,4,2.196867346763611
base,equation_transform,31,45,4,2.977865755558014
base,equation_transform,31,43,4,1.4031281173229218
base,equation_transform,31,60,14,7.466193914413452
base,equation_transform,31,0,4,1.3979320526123047
base,equation_transform,31,11,9,3.552292287349701
base,equation_transform,31,84,4,1.7804970443248749
base,equation_transform,31,19,4,1.8894051313400269
base,equation_transform,31,52,6,1.5010691434144974
base,equation_transform,31,46,12,3.5783045291900635
base,equation_transform,34,25,125,42.3321558078751
base,equation_transform,34,46,24,7.0704643512144685
base,equation_transform,34,62,7,10.724828600883484
base,equation_transform,34,65,4,0.03145972918719053
base,equation_transform,34,78,120,25.62118979683146
base,equation_transform,34,92,4,0.029147709719836712
base,equation_transform,34,17,28,14.111593216657639
base,equation_transform,34,18,4,2.155789017677307
base,equation_transform,34,57,92,43.96600292623043
base,equation_transform,34,114,4,1.6180383265018463
base,equation_transform,34,48,7,2.0896171778440475
base,equation_transform,34,6,39,12.19172389805317
base,equation_transform,34,76,4,1.5583435893058777
base,equation_transform,34,97,150,66.62135043740273
base,equation_transform,34,109,8,2.980603039264679
base,equation_transform,34,21,172,57.112131878733635
base,equation_transform,34,0,12,5.124754458665848
base,equation_transform,34,13,40,18.630272820591927
base,equation_transform,34,110,12,5.226233750581741
base,equation_transform,34,14,14,3.9544279873371124
base,equation_transform,34,107,17,4.529827609658241
base,equation_transform,34,50,221,98.72489577531815
base,equation_transform,34,15,17,5.201357260346413
base,equation_transform,34,33,29,6.901324093341827
base,equation_transform,34,108,14,8.175019145011902
base,equation_transform,34,101,6,1.6405222415924072
base,equation_transform,34,88,16,8.871286481618881
base,equation_transform,34,9,15,5.605211079120636
base,equation_transform,34,53,10,4.580696910619736
base,equation_transform,34,104,10,3.604838728904724
base,equation_transform,34,29,8,3.2630817890167236
base,equation_transform,34,37,13,7.001386672258377
base,equation_transform,34,40,8,1.6769292205572128
base,equation_transform,34,31,41,18.78517012298107
base,equation_transform,34,4,260,136.52454914152622
base,equation_transform,34,117,12,4.907378375530243
base,equation_transform,34,36,8,3.491893172264099
base,equation_transform,34,24,18,10.835078030824661
base,equation_transform,34,115,13,4.115495473146439
base,equation_transform,34,7,62,30.55141530930996
base,equation_transform,34,64,14,4.187386453151703
base,equation_transform,34,68,4,1.586579829454422
base,equation_transform,34,105,8,3.7713955342769623
base,equation_transform,34,39,24,17.59021806716919
base,equation_transform,34,10,29,13.443382650613785
base,equation_transform,34,27,96,50.619861006736755
base,equation_transform,34,95,37,13.741940438747406
base,equation_transform,34,124,59,27.354326978325844
base,equation_transform,34,43,8,3.3503043949604034
base,equation_transform,34,80,9,4.224004328250885
base,equation_transform,34,93,19,6.227844879031181
base,equation_transform,34,86,6,2.1877659261226654
base,equation_transform,34,111,21,4.800229430198669
base,equation_transform,34,99,11,3.7663785964250565
base,equation_transform,34,98,11,7.168819695711136
base,equation_transform,34,11,1,0.21520453691482544
base,equation_transform,34,12,12,3.6994262486696243
base,equation_transform,34,22,6,1.7789608538150787
base,equation_transform,34,61,16,5.53445765376091
base,equation_transform,34,103,14,4.11224265396595
base,equation_transform,34,32,4,0.8584892898797989
base,equation_transform,34,1,3,0.7797438204288483
base,equation_transform,34,126,4,1.4791463017463684
base,equation_transform,34,42,7,2.5575853437185287
base,equation_transform,34,90,25,11.618504405021667
base,equation_transform,34,112,8,2.7044619023799896
base,equation_transform,34,121,4,2.4506964683532715
base,equation_transform,34,69,12,3.7936165630817413
base,equation_transform,34,60,3,1.0006285309791565
base,equation_transform,34,20,7,2.231848418712616
base,equation_transform,34,122,6,1.4630450010299683
base,equation_transform,34,41,4,1.3051849007606506
base,equation_transform,34,81,12,3.89554326236248
base,equation_transform,34,72,4,1.4633921086788177
base,equation_transform,34,73,6,2.3890314400196075
base,equation_transform,34,83,4,1.3803421556949615
base,equation_transform,34,66,4,1.2039231956005096
base,equation_transform,36,0,28,13.4463881701231
base,equation_transform,36,12,39,13.363531611859798
base,equation_transform,36,18,32,17.208948493003845
base,equation_transform,36,42,35,17.00032989680767
base,equation_transform,36,111,59,22.70321147888899
base,equation_transform,36,24,44,11.477440178394318
base,equation_transform,36,14,278,146.8369945883751
base,equation_transform,36,27,49,22.91270174086094
base,equation_transform,36,46,8,2.452178329229355
base,equation_transform,36,4,26,13.453888922929764
base,equation_transform,36,117,37,12.754032909870148
base,equation_transform,36,107,15,4.0242073982954025
base,equation_transform,36,123,4,2.2802326679229736
base,equation_transform,36,63,51,16.355839371681213
base,equation_transform,36,61,4,1.8460690379142761
base,equation_transform,36,68,20,9.400106698274612
base,equation_transform,36,100,10,2.35166072845459
base,equation_transform,36,36,43,14.445320427417755
base,equation_transform,36,19,4,0.495082788169384
base,equation_transform,36,20,8,1.9656432420015335
base,equation_transform,36,32,10,2.015570245683193
base,equation_transform,36,39,4,0.9428969770669937
base,equation_transform,36,57,12,2.177304297685623
base,equation_transform,36,28,131,51.01546082645655
base,equation_transform,36,17,30,17.977932527661324
base,equation_transform,36,76,6,1.5891959071159363
base,equation_transform,36,126,17,4.78687659651041
base,equation_transform,36,38,3,0.6922599375247955
base,equation_transform,36,92,12,4.781327456235886
base,equation_transform,36,114,4,0.9663426578044891
base,equation_transform,36,40,120,50.90150235593319
base,equation_transform,36,55,8,2.6430549919605255
base,equation_transform,36,119,4,1.0012128055095673
base,equation_transform,36,121,8,1.66864013671875
base,equation_transform,36,7,7,2.5907647609710693
base,equation_transform,36,93,157,50.579896323382854
base,equation_transform,36,37,4,1.1436350345611572
base,equation_transform,36,60,40,11.968150064349174
base,equation_transform,36,109,21,5.888691484928131
base,equation_transform,36,1,8,2.3083930909633636
base,equation_transform,36,23,8,4.62667989730835
base,equation_transform,36,78,11,2.9241091832518578
base,equation_transform,36,122,12,4.568391352891922
base,equation_transform,36,105,118,52.42521530389786
base,equation_transform,36,16,60,28.123331159353256
base,equation_transform,36,106,5,2.0217314958572388
base,equation_transform,36,84,5,1.0545546263456345
base,equation_transform,36,25,2,0.7117741405963898
base,equation_transform,36,98,88,48.314099192619324
base,equation_transform,36,112,7,3.9257700741291046
base,equation_transform,36,22,74,46.08583544194698
base,equation_transform,36,53,45,16.513203889131546
base,equation_transform,36,26,65,35.65098461508751
base,equation_transform,36,80,7,3.3485607504844666
base,equation_transform,36,30,15,2.7854480370879173
base,equation_transform,36,58,28,9.458694279193878
base,equation_transform,36,75,27,8.669954434037209
base,equation_transform,36,62,10,3.7918597012758255
base,equation_transform,36,34,16,6.044518634676933
base,equation_transform,36,96,2,0.47949279844760895
base,equation_transform,36,31,21,12.206515468657017
base,equation_transform,36,33,1,0.16046157479286194
base,equation_transform,36,89,4,1.3692041635513306
base,equation_transform,36,66,4,1.118325263261795
base,equation_transform,36,103,3,0.5448569059371948
base,equation_transform,36,15,8,4.3291996717453
base,equation_transform,36,113,7,3.0931132435798645
base,equation_transform,36,125,10,1.9834658950567245
base,equation_transform,36,82,68,20.951222494244576
base,equation_transform,36,8,4,1.0501079708337784
base,equation_transform,36,29,4,2.0288382470607758
base,equation_transform,36,3,2,0.29136814177036285
base,equation_transform,36,56,5,3.0281876027584076
base,equation_transform,36,52,1,0.258457213640213
base,equation_transform,36,10,4,3.322567045688629
base,equation_transform,36,120,9,3.411500334739685
base,equation_transform,36,21,5,1.7666418701410294
base,equation_transform,36,95,14,6.490339487791061
base,equation_transform,36,116,10,2.300167001783848
base,equation_transform,38,7,19,7.096122890710831
base,equation_transform,38,20,268,114.80469753593206
base,equation_transform,38,85,155,65.91737513244152
base,equation_transform,38,102,16,4.323661752045155
base,equation_transform,38,117,5,2.311159059405327
base,equation_transform,38,89,4,1.3763724267482758
base,equation_transform,38,65,12,3.216054394841194
base,equation_transform,38,83,4,1.2686379849910736
base,equation_transform,38,112,132,52.11238005757332
base,equation_transform,38,113,11,3.1631104797124863
base,equation_transform,38,124,24,5.692680284380913
base,equation_transform,38,14,21,8.443499267101288
base,equation_transform,38,35,21,10.128216058015823
base,equation_transform,38,58,6,2.3511472046375275
base,equation_transform,38,103,4,3.752171277999878
base,equation_transform,38,15,9,2.2962367236614227
base,equation_transform,38,24,25,8.359159149229527
base,equation_transform,38,36,16,11.098234474658966
base,equation_transform,38,111,7,1.5420233011245728
base,equation_transform,38,47,10,2.447697266936302
base,equation_transform,38,101,286,166.9336142912507
base,equation_transform,38,57,111,57.25816681236029
base,equation_transform,38,60,24,7.049635171890259
base,equation_transform,38,63,96,21.155109643936157
base,equation_transform,38,90,32,6.3743444457650185
base,equation_transform,38,46,41,18.296814769506454
base,equation_transform,38,68,41,18.121891662478447
base,equation_transform,38,26,72,33.194347858428955
base,equation_transform,38,42,22,9.150426372885704
base,equation_transform,38,115,22,5.244612604379654
base,equation_transform,38,29,63,15.006954953074455
base,equation_transform,38,96,5,3.7313029170036316
base,equation_transform,38,81,17,8.37172183394432
base,equation_transform,38,34,23,9.901919215917587
base,equation_transform,38,10,7,1.0709203034639359
base,equation_transform,38,17,73,43.9061673283577
base,equation_transform,38,50,11,2.1278365775942802
base,equation_transform,38,51,5,1.0177002996206284
base,equation_transform,38,98,15,2.725573293864727
base,equation_transform,38,93,6,1.094154179096222
base,equation_transform,38,16,10,3.8099376261234283
base,equation_transform,38,73,1,0.3270101845264435
base,equation_transform,38,94,11,2.287429466843605
base,equation_transform,38,19,13,3.0577206760644913
base,equation_transform,38,18,3,0.47039610147476196
base,equation_transform,38,92,9,1.8917617052793503
base,equation_transform,38,53,25,7.078868843615055
base,equation_transform,38,84,57,46.7706208974123
base,equation_transform,38,62,36,13.457015708088875
base,equation_transform,38,32,22,8.761897578835487
base,equation_transform,38,64,10,2.6742465049028397
base,equation_transform,38,11,40,11.925979100167751
base,equation_transform,38,118,9,1.2420539483428001
base,equation_transform,38,105,7,1.8222433477640152
base,equation_transform,38,54,1,0.34557634592056274
base,equation_transform,38,91,1,0.25335749983787537
base,equation_transform,38,114,11,2.243300996720791
base,equation_transform,38,110,6,0.975930817425251
base,equation_transform,38,37,38,15.81205989420414
base,equation_transform,38,44,3,0.3739313557744026
base,equation_transform,38,88,14,5.538206294178963
base,equation_transform,38,4,4,1.168901652097702
base,equation_transform,38,25,4,3.859483242034912
base,equation_transform,38,28,23,11.00402346253395
base,equation_transform,38,52,7,1.058752179145813
base,equation_transform,38,74,9,4.858835965394974
base,equation_transform,38,109,4,0.983172133564949
base,equation_transform,38,6,4,1.4079928696155548
base,equation_transform,38,125,1,0.08783067762851715
base,equation_transform,38,13,12,2.7441233918070793
base,equation_transform,38,108,4,2.1897926032543182
base,equation_transform,38,100,10,2.5925267040729523
base,equation_transform,38,123,8,2.6562515795230865
base,equation_transform,38,41,17,4.270112685859203
base,equation_transform,38,39,3,0.9768176972866058
base,equation_transform,38,99,3,0.846499964594841
base,equation_transform,38,55,3,0.7349745333194733
base,equation_transform,40,35,19,7.983203411102295
base,equation_transform,40,91,35,13.95700427889824
base,equation_transform,40,112,6,2.0199070274829865
base,equation_transform,40,114,5,1.9939196556806564
base,equation_transform,40,127,149,43.69517005980015
base,equation_transform,40,50,13,5.493405282497406
base,equation_transform,40,2,5,1.3618502393364906
base,equation_transform,40,41,22,6.976391598582268
base,equation_transform,40,74,4,1.8333376944065094
base,equation_transform,40,75,4,1.8932523727416992
base,equation_transform,40,107,59,15.735327035188675
base,equation_transform,40,4,6,1.5384047627449036
base,equation_transform,40,12,323,222.4253800958395
base,equation_transform,40,62,97,30.084359534084797
base,equation_transform,40,103,146,42.43292234838009
base,equation_transform,40,1,26,9.978646591305733
base,equation_transform,40,121,5,2.088498115539551
base,equation_transform,40,60,4,3.208028554916382
base,equation_transform,40,101,8,1.750180646777153
base,equation_transform,40,92,109,55.689291939139366
base,equation_transform,40,18,31,7.229993060231209
base,equation_transform,40,97,8,3.5096727311611176
base,equation_transform,40,16,23,8.083949491381645
base,equation_transform,40,120,22,4.855937868356705
base,equation_transform,40,47,50,15.627399571239948
base,equation_transform,40,71,45,15.043172888457775
base,equation_transform,40,93,2,0.5361392796039581
base,equation_transform,40,115,67,18.579374238848686
base,equation_transform,40,38,9,2.260950803756714
base,equation_transform,40,63,150,72.3703214675188
base,equation_transform,40,105,8,4.01660817861557
base,equation_transform,40,15,245,116.98906834423542
base,equation_transform,40,30,29,8.953363507986069
base,equation_transform,40,73,8,4.983904778957367
base,equation_transform,40,84,18,5.501776397228241
base,equation_transform,40,85,4,2.4172229766845703
base,equation_transform,40,68,12,2.666507512331009
base,equation_transform,40,72,7,1.1890780255198479
base,equation_transform,40,49,8,5.392071425914764
base,equation_transform,40,66,32,6.676081366837025
base,equation_transform,40,81,27,6.83993124216795
base,equation_transform,40,8,8,1.0192856714129448
base,equation_transform,40,25,46,22.212488070130348
base,equation_transform,40,34,1,0.13464896380901337
base,equation_transform,40,94,14,2.826193057000637
base,equation_transform,40,87,28,5.9968409687280655
base,equation_transform,40,40,46,12.902950458228588
base,equation_transform,40,82,1,0.11467207223176956
base,equation_transform,40,70,1,0.25655511021614075
base,equation_transform,40,88,11,3.514310672879219
base,equation_transform,40,44,8,2.4503089487552643
base,equation_transform,40,10,7,1.3633573353290558
base,equation_transform,40,90,3,0.3900589942932129
base,equation_transform,40,108,12,6.649931162595749
base,equation_transform,40,9,82,47.67811933159828
base,equation_transform,40,36,12,5.705276548862457
base,equation_transform,40,117,5,1.4415862262248993
base,equation_transform,40,110,16,4.101868689060211
base,equation_transform,40,5,11,3.2735200226306915
base,equation_transform,40,86,5,1.5136705040931702
base,equation_transform,40,42,6,1.1748959347605705
base,equation_transform,40,31,4,1.131367027759552
base,equation_transform,40,58,3,0.5873515158891678
base,equation_transform,40,78,4,0.7483971267938614
base,equation_transform,40,23,4,1.0759619325399399
base,equation_transform,40,45,1,0.340214341878891
base,equation_transform,40,55,9,4.715773776173592
base,equation_transform,43,9,9,2.3368440866470337
base,equation_transform,43,64,6,1.346126228570938
base,equation_transform,43,70,4,0.7001370489597321
base,equation_transform,43,90,20,12.920558013021946
base,equation_transform,43,95,4,0.6620513498783112
base,equation_transform,43,118,17,8.362659223377705
base,equation_transform,43,12,41,13.28090413659811
base,equation_transform,43,15,14,3.8321543782949448
base,equation_transform,43,20,13,2.7976444587111473
base,equation_transform,43,26,38,12.941818367689848
base,equation_transform,43,29,54,13.951738275587559
base,equation_transform,43,8,13,2.87596932053566
base,equation_transform,43,58,20,12.37067848443985
base,equation_transform,43,82,100,38.28021378815174
base,equation_transform,43,93,169,83.4290882833302
base,equation_transform,43,4,31,10.93821020796895
base,equation_transform,43,54,69,25.269881259649992
base,equation_transform,43,23,37,9.784871965646744
base,equation_transform,43,6,65,30.865253187716007
base,equation_transform,43,75,9,1.9730554074048996
base,equation_transform,43,113,8,1.4502414017915726
base,equation_transform,43,16,24,7.331777952611446
base,equation_transform,43,72,8,2.837992787361145
base,equation_transform,43,81,27,18.622625827789307
base,equation_transform,43,98,6,1.430213287472725
base,equation_transform,43,106,12,8.948816686868668
base,equation_transform,43,48,48,14.72588685899973
base,equation_transform,43,56,108,31.963465593755245
base,equation_transform,43,120,68,19.13700008019805
base,equation_transform,43,84,18,5.230890229344368
base,equation_transform,43,40,12,3.66013702750206
base,equation_transform,43,101,34,10.18034702539444
base,equation_transform,43,5,54,12.135474476963282
base,equation_transform,43,46,248,176.82406876981258
base,equation_transform,43,25,26,14.769955649971962
base,equation_transform,43,51,90,24.018148589879274
base,equation_transform,43,3,4,0.7292979806661606
base,equation_transform,43,55,26,3.4319229274988174
base,equation_transform,43,87,4,2.7226476669311523
base,equation_transform,43,94,12,6.491422176361084
base,equation_transform,43,108,34,17.78665766119957
base,equation_transform,43,41,20,14.368879228830338
base,equation_transform,43,116,9,2.6023486256599426
base,equation_transform,43,121,4,2.352602779865265
base,equation_transform,43,53,15,3.1468531787395477
base,equation_transform,43,65,27,13.283742040395737
base,equation_transform,43,17,6,1.2854347229003906
base,equation_transform,43,88,22,5.807003922760487
base,equation_transform,43,60,10,5.403735011816025
base,equation_transform,43,83,133,76.29675133526325
base,equation_transform,43,79,32,13.099562682211399
base,equation_transform,43,7,10,1.949547454714775
base,equation_transform,43,61,3,0.30481989681720734
base,equation_transform,43,109,58,19.84924715384841
base,equation_transform,43,47,2,0.17047449946403503
base,equation_transform,43,37,29,12.3713732175529
base,equation_transform,43,89,5,2.001255303621292
base,equation_transform,43,68,5,2.2397990003228188
base,equation_transform,43,57,3,0.8806767910718918
base,equation_transform,43,50,7,1.4095624089241028
base,equation_transform,43,91,1,0.11266358196735382
base,equation_transform,43,38,26,5.150293506681919
base,equation_transform,43,115,2,0.32391270995140076
base,equation_transform,43,73,19,3.4164529219269753
base,equation_transform,43,59,2,0.1653515063226223
base,equation_transform,43,36,47,25.06855073571205
base,equation_transform,43,76,12,4.661812961101532
base,equation_transform,43,126,3,0.7431018054485321
base,equation_transform,43,78,12,2.500374346971512
