variant,sequence_length,repeats,mean_latency_ms,tokens_per_second,peak_allocated_gib,status
base,128,2,269.79131350003627,474.44077549955216,61.81893873214722,ok
base,256,2,278.25868399986575,920.0072260822002,61.913331508636475,ok
base,512,2,286.3926930001526,1787.7551086812373,62.10211706161499,ok
