agent_a,agent_b,games,completed,errors,a_errors,b_errors,a_wins,ties,b_wins,mean_a_reward,mean_b_reward,mean_a_margin,mean_paired_seed_margin,worst_paired_seed_margin
v5,v6,2,2,0,0,0,0,0,2,45780.0,55015.0,-9235.0,-9235.0,-9235.0
